target,abstractive_summary
"Multi-view learning improves unsupervised sentence representation learning Approach uses different, complementary encoders of the input sentence and consensus maximization. The paper presents a multi-view framework for improving sentence representation in NLP tasks using generative and discriminative objective architectures. This paper shows that multi-view frameworks are more effective than using individual encoders for learning sentence representations.","A multi-view framework for learning sentence representations that leverages the functionality of both RNN and linear models. This work introduces a new framework for unsupervised learning, which uses an RNN to learn sentences from two views, and shows results on unsupervised tasks. The study presents a framework for one-view learning with a differentiable similarity function and a linear decoder in order to achieve better performance on all evaluation tasks."
"Unsupervised methods for finding, analyzing, and controlling important neurons in NMT This work proposes finding ""meaningful"" neurons in Neural Machine Translation models by ranking based on correlation between pairs of models, different epochs, or different datasets, and proposes a controlling mechanism for the models.","A method for ranking neurons with linguistically similar properties. This study presents a novel algorithm for ranking neural networks in the context of language pairs by using a SVCCA dataset. The authors present a method to rank neural networks on a space 120 spanned by non-erased directions, and show that many of them capture common linguistic phenomena. This article introduces a new algorithm for identifying neural networks that can be used to identify specific words."
"We use graph co-attention in a paired graph training system for graph classification and regression. This work injects a multi-head co-attention mechanism in GCN that allows one drug to attend to another drug during drug side effect prediction. A method to extend graph-based learning with a co-attentional layer, which outperforms other previous ones on a pairwise graph classification task.","A graph neural network that receives pairs of graphs at once, and extends it with a co-attentional layer that allows node representations to easily exchange structural information across them. This work introduces a graph-level model for graph-structured representation learning which can be used to learn substructures from other inputs."
Devising unsupervised defense mechanisms against adversarial attacks is crucial to ensure the generalizability of the defense. This paper presents a method for detecting adversarial examples in a deep learning classification setting This study presents an unsupervised method for detecting adversarial examples of neural networks.,"This article introduces a new framework for unsupervised model assurance as well as defending against the adversaries. The work presents a novel approach to attack on defender modules by incorporating a loss function with a cross entropy loss, which is used to improve the security of data abstractions in an end-to-end way."
"We show how using skip connections can make speech enhancement models more interpretable, as it makes them use similar mechanisms that have been explored in the DSP literature. The authors propose incorporating Residual, Highway and Masking blocks inside a fully convolutional pipeline in order to understand how iterative inference of the output and the masking is performed in a speech enhancement task The authors interpret highway, residual and masking connections. The authors generate their own noisy speech by artificially adding noise from a well established noise data-set to a less know clean speech data-set.","This work presents a study of the role of residual and highway connections in deep neural networks for speech enhancement, and shows that skip connections do not necessarily improve performance with regards to the number of parameters, but they make speech enhancement models more interpretable. Presents a novel method for visualizing time-frequency cells by using a skip connection instead of subtraction, which uses a multiplicative mask M to predict the magnitude spectrum of the distortion and filter it out."
We propose the Exemplar Guided & Semantically Consistent Image-to-image Translation (EGSC-IT) network which conditions the translation process on an exemplar image in the target domain. Discusses a core failing and need for I2I translation models. The paper explores the idea that an image has two components and applies an attention model where the feature masks that steer the translation process do not require semantic labels,"An adaptive instance normalization approach for multimodal image translations. This work introduces a new latent space constraint which assumes that a pair of corresponding images (x A, x B) from domains A and B can be mapped to the same representation z in a shared-latent space. This paper presents a method for translating images into images of different styles within the target domain."
A simple architecture consisting of convolutions and attention achieves results on par with the best documented recurrent models. A fast high performance paraphrasing based data augmentation method and a non-recurrent reading comprehension model using only convolutions and attention. This study proposes applying CNNs+self-attention modules instead of LSTMs and enhancing the RC model training with passage paraphrases generated by a neural paraphrasing model in order to improve RC performance. This study presents a reading comprehension model using convolutions and attention and propose to augment additional training data by paraphrasing based on off-the-shelf neural machine translation,"A new feedforward model for reading comprehension that consists of only convolutional and self-attention, discarding RNNs. This article introduces a new approach to the problem of reading comprehension by using a data augmentation technique to improve the training performance of SQUAD datasets. The authors present a method for learning a novel reading comprehension model with a low level structure and a combination of self attention and context-query attention."
"We learn dense scores and dynamics model as priors from exploration data and use them to induce a good policy in new tasks in zero-shot condition. This work discusses zero shot generalization into new environments, and proposes an approach with results on Grid-World, Super Mario Bros, and 3D Robotics. A method aiming to learn task-agnostic priors for zero-shot generalization, with the idea to employ a modeling approach on top of the model-based RL framework.","A method that outperforms baseline methods on gridworld, robotics tasks and video games. The study presents a method for learning dynamic priors in a grid-world environment using the model's scoring function and the dynamics model to find the best trajectory for a task T."
An autoregressive deep learning model for generating diverse point clouds. An approach for generating 3D shapes as point clouds which considers the lexicographic ordering of points according to coordinates and trains a model to predict points in order. The article introduces a generative model for point clouds using a pixel RNN-like auto-regressive model and an attention model to handle longer-range interactions.,"A self-attention module that captures the long-range dependencies between points, helping to generate plausible part configurations within 3D objects. This article introduces a self attention model for point clouds that can be used in conjunction with a non-context model. The authors present a Self-attention model for image generation using conditional PointGrow, which provides an auto-attention mechanism for generating representations of distances and convolutional coordinates."
"Degenerate manifolds arising from the non-identifiability of the model slow down learning in deep networks; skip connections help by breaking degeneracies. The authors show that elimination singularities and overlap singularities impede learning in deep neural networks, and demonstrate that skip connections can reduce the prevalence of these singularities, speeding up learning. Paper examines the use of skip connections in deep networks as a way of alleviating singularities in the Hessian matrix during training.","This article introduces a novel residual architecture that introduces identity skip connections between adjacent layers and all layers above it. This study investigates the elimination, overlap and linear dependence singularities of a neural network by applying a malicious initialization scheme for the residual architecture to improve performance. The authors present a framework for avoiding overlap singularities in neural networks by adding the identity matrix from the initial weight matrices of the hidden units in the same layer."
"We formulated SGD as a Bayesian filtering problem, and show that this gives rise to RMSprop, Adam, AdamW, NAG and other features of state-of-the-art adaptive methods The work analyzes stochastic gradient descent through Bayesian filtering as a framework for analyzing adaptive methods. The authors attempt to unify existing adaptive gradient methods under the Bayesian filtering framework with the dynamical prior","An adaptive algorithm for neural network optimization that combines natural gradient variational inference and Bayesian filtering. This work introduces a novel method to connect adaptive SGD algorithms to natural gradient VI updates, which is based on the current value of the parameter, and the root-mean-square normalizer BID14."
"We show that, in continual learning settings, catastrophic forgetting can be avoided by applying off-policy RL to a mixture of new and replay experience, with a behavioral cloning loss. Proposes a particular variant of experience replay with behavior cloning as a method for continual learning.","A continual learning system that learns from a variety of different learning networks. This article introduces a novel method for reducing catastrophic forgetting in sequential training, where performance on a task decays immediately when training switches to another task. The authors consider the problem of continuous learning by combining 50-50 new-replay and combining significant reductions in catastrophic forgetting for all tasks."
"Our variational-recurrent imputation network (V-RIN) takes into account the correlated features, temporal dynamics, and further utilizes the uncertainty to alleviate the risk of biased missing values estimates. A missing data imputation network to incorporate correlation, temporal relationships, and data uncertainty for the problem of data sparsity in EHRs, which yields higher AUC on mortality rate classification tasks. The paper presented a method that combines VAE and uncertainty aware GRU for sequential missing data imputation and outcome prediction.",A deep generative model to estimate the missing values using a recurrent imputation network to exploit the temporal dynamics in conjunction with the utilization of the uncertainty. This work introduces a new method for estimating the latent representation by using VAEs and generating the uncertainty decay factor in the Eq. The authors present a method for improving the prediction performance of the data by leveraging the reconstructed data as the fidelity score.
"In a deep convolutional neural network trained with sufficient level of data augmentation, optimized by SGD, explicit regularizers (weight decay and dropout) might not provide any additional generalization improvement. This work proposes data augmentation as an alternative to commonly used regularisation techniques, and shows that for a few reference models/tasks that the same generalization performance can be achived using only data augmentation. This study presents a systematic study of data augmentation in image classification with deep neural networks, suggesting that data augmentation can replicit some common regularizers like weight decay and dropout.",A systematic analysis of the impact of data augmentation on deep neural networks with and without explicit regularization. The authors present a systematic analysis to analyze how data hausse adapts to different architectures of deep neural network architectures. This work presents a method for analyzing the role of information augmentation in deep neural models by using two different augmentation schemes as well as comparing them to the most popular regularization techniques.
"LEAP combines the strength of adaptive sampling with that of mini-batch online learning and adaptive representation learning to formulate a representative self-paced strategy in an end-to-end DNN training protocol. Introduces a method for creating mini batches for a student network by using a second learned representation space to dynamically select examples by their 'easiness and true diverseness'. Experiments the classification accuracy on MNIST, FashionMNIST, and CIFAR-10 datasets to learn a representation with curriculum learning style minibatch selection in an end-to-end framework.","A framework for self-paced learning with Adaptive Pace that learns when to introduce certain samples to a DNN during training. This work presents a framework for learning a representation space for the student CNN, which can be used to train a classifier and a classification task. The authors present a model for learning examples in a mini-batch setting using easiness and true diverseness as sample importance priors."
"We introduce an embedding space approach to constrain neural network output probability distribution. This work introduces a method to perform semi-supervised learning with deep neural networks, and the model achieves relatively high accuracy, given a small training size. This work incorporates label distribution into model learning when a limited number of training instances is available, and proposes two techniques for handling the problem of output label distribution being wrongly biased.","A novel algorithm that jointly optimizes output probability distribution on a clustered embedding space to make neural networks draw effective decision boundaries. This work presents a novel algorithm for learning decision boundaries on multilayer perceptron (MLP) with limited labelled examples, which can be used to train neural networks to learn the decision boundary correctly from a limited number of examples."
A comparison of five deep neural network architectures for detection of malicious domain names shows surprisingly little difference. Authors propose using five deep architectures for the cybersecurity task of domain generation algorithm detection. Applies several NN architectures to classify url's between begign and malware related URLs. This article proposes to automatically recognize domain names as malicious or benign by deep networks trained to directly classify the character sequence as such.,"A deep recurrent neural network that can detect DGAs without the need to reverse engineer malware families. This article introduces a long-term model for DGA detection, which uses an endgame embedding layer of convolutional neural networks (GRUs) to improve model performance and overcome overfitting by randomly excluding nodes during training."
A novel approach to maintain orthogonal recurrent weight matrices in a RNN. Introduces a scheme for learning the recurrent parameter matrix in a neural network that uses the Cayley transform and a scaling weight matrix. This paper suggests an RNN reparametrization of the recurrent weights with a skew-symmetric matrix using Cayley transform to keep the recurrent weight matrix orthogonal. Novel parametrization of RNNs allows representing orthogonal weight matrices relatively easily.,"A new activation function for orthogonal or unitary recurrents, and the full-capacity uRNN from Section 2.2. This article introduces a new activations function for scoRNN that is more efficient than other activation functions. The authors study the problem of scaling a skew-symmetric matrix with gradient descent, and show that the modReLU has improved the performance of the model."
"Empirical proof of a new phenomenon requires new theoretical insights and is relevent to the active discussions in the literature on SGD and understanding generalization. The work discusses a phenomenon where neural network training in very specific settings can profit much from a schedule including large learning rates The authors analyze training of residual networks using large cyclic learning rates, and demonstrate fast convergence with cyclic learning rates and evidence of large learning rates acting as regularization.","A super-convergent approach for training with very large learning rates, which adds noise in the middle part of training. This work presents a method to improve SGD performance when the amount of labeled training data is limited and shows that using CLR with very small learning rates can speed up training by an order of magnitude. The authors present a new algorithm for learning rate optimization that uses a Hessian-free optimization method to estimate optimal learning rates."
"A Bayesian Nonparametric Topic Model with Variational Auto-Encoders which achieves the state-of-the-arts on public benchmarks in terms of perplexity, topic coherence and retrieval tasks. This work constructs an infinite Topic Model with Variational Auto-Encoders by combining Nalisnick & Smith's stick-breaking variational auto-encoder with latent Dirichlet allocation and several inference techniques used in Miao.","A Bayesian nonparametric topic model equipped with a Variational Auto-Encoders (ITM-VAE), which uses a stick-breaking process BID35 to generate the mixture weights for a countably infinite set of topics. This work introduces an infinite Topic Model that can be approximated using either MCMC sampling or variational inference."
"Finetuning after quantization matches or exceeds full-precision state-of-the-art networks at both 8- and 4-bit quantization. This work proposes to improve the performance of low-precision models by doing quantization on pre-trained models, using large batches size, and using proper learning rate annealing with longer training time. A method for low bit quantization to enable inference on efficient hardware that achieves full accuracy on ResNet50 with 4-bit weights and activations, based on observations that fine-tuning at low precision introduces noise in the gradient.",A new state-of-the-art quantization method for fine-tuning low-precision networks with 8-bit precision exceeds the accuracy of fp32 baseline networks after one epoch of fine tuning. This work presents a method to improve the accuracy and efficiency of high-resolution deep network architectures by leveraging the availability of pretrained models.
"Translating portions of the input during training can improve cross-lingual performance. The paper proposes a cross-lingual data augmentation method to improve the language inference and question answering tasks. This article proposes to augment crosslingual data with heuristic swaps using aligned translations, like bilingual humans do in code-switching.","A cross-lingual data augmentation method that replaces a segment of the input text with its translation in another language. This work presents a method for generating word embeddings in multiple languages by using a combination of unsupervised and random initialized models. The authors present a new algorithm for combining examples in a single sentence pair and a multi-lingual dataset, which can be used to improve translation performance over a prerained model."
new GNN formalism + extensive experiments; showing differences between GGNN/GCN/GAT are smaller than thought The article proposes a new Graph Neural Network architecture that uses Feature-wise Linear Modulation to condition the source-to-target node message-passing based on the target node representation.,Graph Dynamic Convolutional Networks (RGDCN) is a GNN-FiLM model that learns to ignore graph edges based on the representation of target and source nodes. This work presents a new framework for learning to ignore message transformations in a graph domain by using a learnable function f that operates on the edge-type-dependent weights of each edge.
"We propose Hierarchical Complement Objective Training, a novel training paradigm to effectively leverage category hierarchy in the labeling space on both image classification and semantic segmentation. A method that regularizes the entropy of the posterior distribution over classes which can be useful for image classsification and segmentation tasks","An explicit hierarchical model that is trained with an objective to leverage information from a label hierarchy. This article presents a method for training neural models with the goal of penalizing the ""obviously wrong"" classes, and introduces a new hierarchic model architecture that can be used to learn hierarchically. The paper addresses the problem of hierarching in the label space by proposing a Hierarchical Approach to this problem."
We introduce a new dataset of logical entailments for the purpose of measuring models' ability to capture and exploit the structure of logical expressions against an entailment prediction task. The paper proposes a new model to use deep models for detecting logical entailment as a product of continuous functions over possible worlds. Proposes a new model designed for machine learning with predicting logical entailment.,"This article introduces a new framework for generative models using propositional logic, which is decidable but requires a worst case of O(2 n) operations to verify entailment. The authors present a model architecture that can capture invariance by using LSTM symbols instead of symbols, and use it as a benchmark to improve the performance of syntactic models on this dataset."
"We show that training feedforward relu networks with a weak regularizer results in a maximum margin and analyze the implications of this result. Studies margin theory for neural sets and shows that max margin is monotonically increasing in size of the network This paper studies the implicit bias of minimizers of a regularized cross entropy loss of a two-layer network with ReLU activations, obtaining a generalization upper bound which does not increase with the network size.","A new method for understanding generalization on two-layer relu networks. This paper introduces a new way to understand the generalization of two layers of neural networks by making the regularization explicit. The authors present a novel method for interpreting the generalized cross-entropy loss in two layers using a linear predictor, and show that it is possible to use a single layer of neural network as a result of a multilayer neural network."
"From an incomplete RGB-D scan of a scene, we aim to detect the individual object instances comprising the scene and infer their complete object geometry. Proposes an end-to-end 3D CNN structure which combines color features and 3D features to predict the missing 3D structure of a scene from RGB-D scans. The authors propose a novel end-to-end 3D convolutional network which predicts 3D semantic instance completion as object bounding boxes, class labels and complete object geometry.","A new approach for predicting object detection and instance-level completion for an input partial 3D scan of a scene. This work introduces a new method to predict image segmentation and instance segmentation in the context of semantic scenes. The authors address the problem of query segmentation on real-world scenes, and show that it is more efficient than state-of-the-art approaches."
"We propose Convolutional CRFs a fast, powerful and trainable alternative to Fully Connected CRFs. The authors replace the large filtering step in the permutohedral lattice with a spatially varying convolutional kernel and show that inference is more efficient and training is easier. Proposes to perform message passing on a truncated Gaussian kernel CRF using a defined kernel and parallelized message passing on GPU.",A new framework for fully-connected CRFs that can be implemented highly efficiently on GPUs. This work introduces a new framework of fully connected ConvCRFs which uses a Gaussian kernel to improve the performance of CNNs. The authors present a novel framework for learning convolutional neural networks by using a truncated message passing operation and implementing a large proportion of the inference step as a convolution.
"Word2net is a novel method for learning neural network representations of words that can use syntactic information to learn better semantic features. This study extends SGNS with an architectural change from a bag-of-words model to a feedforward model, and contributes a new form of regularization by tying a subset of layers between different associated networks. A method to use non-linear combination of context vectors for learning vector representation of words, where the main idea is to replace each word embedding by a neural network.","A method to compute semantic (and even syntactic) similarities between the neural network representations of words. This work introduces a method for computing semantic and even syntagic similarities between word2vec and Benoulli embeddings, which can capture semantic properties of the word, but tends to neglect most of the syntaktic information to improve the quality of word representations."
Comparison of psychophysical and CNN-encoded texture representations in a one-class neural network novelty detection application. This article focuses on novelty detection and shows that psychophysical representations can outperform VGG-encoder features in some part of this task This work considers detecting anomalies in textures and proposes original loss function. Proposes training two anomaly detectors from three different models to detect perceptual anomalies in visual textures.,A novel objective function to train one-class neural networks for novelty detection in visual surface inspection applications. This work introduces a new texture model based on a pretrained CNN and a method to detect visual anomalies when comparing reference and neural network features. The authors present a novel object-based texture model that learns the feature of a prerained convolutional neural network by learning a hyperplane separating reference data with same image statistics.
Human-like Clustering with CNNs The work validates the idea that deep convolutional neural networks could learn to cluster input data better than other clustering methods by noting their ability to interpret the context of every input point due to a large field of view. This article combines deep learning for feature representation with the task of human-like unsupervised grouping.,"Using hierarchical frameworks that progressively build complex patterns on top of the simpler ones (e.g., convolutional neural networks) offers a promising solution for solving clustering tasks. This article introduces a new framework for clustering in an effort to solve clustering problems by focusing on the compositionality of the real world structures and objects."
"We propose tensor contraction and low-rank tensor regression layers to preserve and leverage the multi-linear structure throughout the network, resulting in huge space savings with little to no impact on performance. This article proposes new layer architectures of neural networks using a low-rank representation of tensors This study incorporates tensor decomposition and tensor regression into CNN by using a new tensor regression layer.","Using the unfolded expression of the regression weights and the core with respect to each factor can be obtained by writing: DISPLAYFORM1 The paper introduces tensor decompositions, which express the output of a neural network as a low-rank multi-linear mapping from a high-order activation ensor to the softmax layer."
"A novel network architecture to perform Deep 3D Zoom or close-ups. A method for creating a ""zoomed image"" for a given input image,and a novel back re-projection reconstruction loss that allows the network to learn underlying 3D structure and maintain a natural appearance. An algorithm for synthesizing 3D-zoom behavior when the camera is moving forward, a network structure incorporating disparity estimation in a GANs framework to synthesize novel views, and a proposed new computer vision task.",An unsupervised framework for 3D-zoom dataset of natural scenes based on the need for special equipment to ensure camera movement is restricted to the Z-axis. This work presents a novel view synthesis problem for multiple input image scenarios using an off-the-shelf structure from motion algorithm to obtain the camera pose and fixed background points of a given video sequence in combination with traditional optimization techniques to directly estimate the warping operation for each input image.
"We introduce the universal deep neural network compression scheme, which is applicable universally for compression of any models and can perform near-optimally regardless of their weight distribution. Introduces a pipeline for network compression that is similar to deep compression and uses randomized lattice quantization instead of the classical vector quantization, and uses universal source coding (bzip2) instead of Huffman coding.",A universal entropy coded vector quantization framework consisting of universal quantization and universal lossless source coding such as LempelZiv-Welch BID13 BID14 BID15 and Burrows-Wheeler transform BID17 This work introduces a universal lattice quantization method for vector quantizing in order to achieve universal performance regardless of source statistics at any rates.
"A quantitative refinement of the universal approximation theorem via an algebraic approach. The authors derive the universal approximation property proofs algebraically and assert that the results are general to other kinds of neural networks and similar learners. A new proof of Leshno's version of the universal approximation property for neural networks, and new insights into the universal approximation property.","A neural network with one hidden layer can compute a certain class of functions. This article introduces a new neural network to compute non-bias weights, and shows that the first layer has a hidden layer, where the last layer is fixed and randomly chosen from a suitable range. The paper presents a novel neural network for learning non-bipolar functions, which uses a differentiable function called bias weights (resp)."
"We propose an easy method to train Variational Auto Encoders (VAE) with discrete latent representations, using importance sampling Introducting an importance sampling distribution and using samples from distribution to compute importance-weighted estimate of the gradient This work proposes to use important sampling to optimize VAE with discrete latent variables.","The VAE is an easy latent variable model, where the observations x  p(x|z) are dependent on latent variables. This work introduces a method for training VAEs with stochastic gradient descent by using SGVB. The authors present a new VAE estimator that can be used to train them with gbvs, and show that it is useful for learning latent representations (e.g."
"Linking Wasserstein-trust region entropic policy gradients, and the heat equation. The work explores the connections between reinforcement learning and the theory of quadratic optimal transport The authors studied policy gradient with change of policies limited by a trust region of Wasserstein distance in the multi-armed bandit setting, showing that in the small steps limit, the policy dynamics are governed by the heat equation (Fokker-Planck equation).","A regularization term for entropy-regularized policy, which is a free energy functional, named by analogy with a similar quantity in statistical mechanics 1 This article considers the process of policy iteration, that is, finding a sequence of policies ( n ) converging towards the optimal policy."
We introduce a scale-invariant neural network architecture for changepoint detection in multivariate time series. The article leverages the concept of wavelet transform within a deep architecture to solve change point detection. This paper proposes a pyramid based neural net and applies it to 1D signals with underlying processes occurring at different time scales where the task is change point detection,"A deep neural network architecture that can efficiently identify abrupt and gradual changes at multiple scales. This work introduces a new model for changepoint detection, which can encode short-term and long-term temporal patterns and detect from abrupt to extremely gradual changepoints. The authors present a deep neural networks architecture that is more efficient than baselines and can be used for learning labels for different changes in real-world datasets."
"A novel graph signal processing framework for quantifying the effects of experimental perturbations in single cell biomedical data. This study introduces several methods to process experimental results on biological cells and proposes a MELD algorithm mapping hard group assignments to soft assignments, allowing relevant groups of cells to be clustered.","A novel clustering algorithm for identifying cell states that are most or least affected by an experimental perturbation. This work introduces a new clustering method for learning the Enhanced Experimental Signal (EES), which quantifies how prototypical each cell is of each experimental condition. The authors present a clustering approach to identify cells that are not affected by a given perturbation, and proposed a two-sample experiment using a graph of cellular states across experimental"
"We prove a non-convex convergence rate for the sign stochastic gradient method. The algorithm has links to algorithms like Adam and Rprop, as well as gradient quantisation schemes used in distributed machine learning. Provided a convergence analysis of Sign SGD algorithm for non-covex cases The work explores an algorithm that uses the sign of the gradients instead of actual gradients for training deep models","Using stochastic gradient evaluations to improve the performance of signSGD. This work presents a method for optimisation that deals with the one norm of the gradient vector, and shows that it can take exponential time to escape saddle points if it gets too close to them BID5. The authors present a technique for assessing the behaviour of signsSGD around saddle points by using a learning rate and a mini-batch schedule."
"Existing pruning methods fail when applied to GANs tackling complex tasks, so we present a simple and robust method to prune generators that works well for a wide variety of networks and tasks. The authors propose a modification to the classic distillation method for the task of compressing a network to address the failure of previous solutions when applied to generative adversarial networks.","A self-supervised GAN compression method for generative learning that can be used to train a discriminator to make the generator behave more like the original generator suffers from this issue. This work introduces a new discriminator, which is already well trained on the target data set, and a selectively binarize of both networks during distillation of a classification network."
We propose to solve a problem of simultaneous classification and novelty detection within the GAN framework. Proposes a GAN to unify classification and novelty detection. The study presents a method for novelty detection based on a multi-class GAN which is trained to output images generated from a mixture of the nominal and novel distributions. The study proposes a GAN for novelty detection using a mixture generator with feature matching loss,"A GAN-based semi-supervised generator capable of generating samples from a mixture of nominal and novel data distributions This study presents a method for multi-class discriminator training with a generator that generates samples from the mixed distributions of real data. The paper studies the problem of non-supervising Generative Networks (GANs) by minimizing a Feature Matching loss, showing that only a bad generator is able to improve"
"A novel approach to processing graph-structured data by neural networks, leveraging attention over a node's neighborhood. Achieves state-of-the-art results on transductive citation network tasks and an inductive protein-protein interaction task. This study proposes a new method for classifying nodes of a graph, which can be used in semi-supervised scenarios and on a completely new graph. The paper introduces a neural network architecture to operate on graph-structured data named Graph Attention Networks. Provides a fair and almost comprehensive discussion of the state of art approaches to learning vector representations for the nodes of a graph.","A new attention mechanism for inductive learning that is directly applicable to graphs that are completely unseen during training. This article introduces a new attention-memory method for learning on graphs with unsupervised access to the global structure of each node by using a shared mechanism. The authors present a novel attention-message method for induction learning, which uses a single-layer feedforward neural network and a nonlinearity function."
A formal method's approach to skill composition in reinforcement learning tasks The study combines RL and constraints expressed by logical formulas by setting up an automation from scTLTL formulas. Proposes a method that helps to construct policy from learned subtasks on the topic of combining RL tasks with linear temporal logic formulas.,An approximately optimal composite policy can result from taking the average of the Q-functions of existing policies and finding a maximum of the reward of individual tasks. This article presents a method to learn a multi-task learning policy that achieves the AN D task composition' by using energy-based model DISPLAYFORM1 where E(s) is an energy function that can be represented by a function approximator.
"We created a new dataset for data interpretation over plots and also propose a baseline for the same. The authors propose a pipeline to solve the DIP problem involving learning from datasets containing triplets of the form {plot, question, answer} Proposes an algorithm that can interpret data shown in scientific plots.","A modular framework for plot question answering. This paper presents a novel test set which contains plots based on data extracted from Open Government Data as opposed to World Bank Data. The authors present a multi-staged dataset that contains triplets of the form plot, question, answer and show that plots are realistic with different scales including floating point numbers and floating point integers in a fixed range."
Combine information between pre-built word embedding and task-specific word representation to address out-of-vocabulary issue This article proposes an approach to improve the out-of-vocabulary embedding prediction for the task of modeling dialogue conversations with sizable gains over the baselines. Proposes combining external pretrained word embeddings and pretrained word embeddings on training data by keeping them as two views. Proposes method to extend the coverage of pre-trained word embeddings to deal with the OOV problem that arises when applying them to conversational datasets and applies new variants of LSTM-based model to the task of response-selection in dialogue modeling.,A new ESIM model that can be used to improve the performance of dialogue corpus and doban conversation corpus. This work introduces a novel method for learning word embedding vectors on a general text corpus by using pre-training them with semantic knowledge from ConceptNet BID25 and merging them into a common representation BID24.
Acquire states from high frequency region for search-control in Dyna. The authors propose to do sampling in the high-frequency domain to increase the sample efficiency This study proposes a new way to select states from which do do transitions in dyna algorithm.,"A simple strategy to locally measure the frequency of a function's frequency by gradient norm, and provide a theoretical justification for this approach. This work introduces a dynamic algorithm to localize the frequency in a signal's domain and provides a method to quantify the difficulty of estimation. The authors present a model-free architecture for RL that can be used to estimate the frequency on a point in the state space using a gradient norm."
"We perform large scale experiments to show that a simple online variant of distillation can help us scale distributed neural network training to more machines. Proposes a method to scale distributed training beyond the current limits of mini-batch stochastic gradient descent Proposal for an online distillation method called co-distillation, applied at scale, where two different models are trained to match predictions of the other model in addition to minimizing its own loss. Online distillation technique is introduced to accelerate traditional algorithms for large-scaled distributed neural network training","Using ensemble distillation to reduce prediction churn is a good way of reducing the reproducibility benefits of codistillation. This work presents a novel method for training neural networks that can be used to improve the performance of recurrent models, and shows it does not lose the reproducibilities of ensembles of the same model. The authors present a method for learning weights that are only available on a small subset of the training data."
"Our approach is the first attempt to leverage a sequential latent variable model for knowledge selection in the multi-turn knowledge-grounded dialogue. It achieves the new state-of-the-art performance on Wizard of Wikipedia benchmark. A sequential latent variable model for knowledge selection in dialogue generation that extends the posterior attention model to the latent knowledge selection problem and achieves higher performances than previous state-of-the-art models. A novel architecture for selecting knowledge-grounded multi-turn dialogue that yields state of the art on relevant benchmarks datasets, and scores higher in human evaluations.","An open-domain model for multi-turn knowledge-grounded dialogue. This article introduces a latent variable model for knowledge selection, which uses the posterior knowledge distribution as a pseudo-label to improve the accuracy of knowledge selection and subsequently utterance generation. The authors present a new approach to multi-twin knowledge-based dialogue by decomposing it into two sub-problems."
"Neural Network Verification for Temporal Properties and Sequence Generation Models This work extends interval bound propagation to recurrent computation and auto-regressive models, introduces and extends Signal Temporal Logic for specifying temporal contraints, and provides proof that STL with bound propagation can ensure neural models conform to temporal specification. A way to train time-series regressors verifiably with respect to a set of rules defined by signal temporal logic, and work in deriving bound propagation rules for the STL language.",A simplified verification method for verifiably robust models. This article introduces a novel verification procedure for deep neural networks that can be trained without formal guarantees of their correctness and functionality. The paper considers the problem of learning a trace-valued function to conform to a specification of the form x  S. The study presents a method for verification of neural networks using over-approximations and a new model verification technique.
We propose to use explicit vector algebraic formulae projection as an alternative way to visualize embedding spaces specifically tailored for goal-oriented analysis tasks and it outperforms t-SNE in our user study. Analysis of embedding psaces in a non-parametric (example-based_ way,A better understanding of the embedded space may lead to critical insights in improving such models. This article introduces a new way of visualizing the original embedding space and topical clusters that are close in the original high-dimensional space to be close within the lower dimensional projection space.
"a joint model and gradient sparsification method for federated learning Applies variational dropout to reduce the communication cost of distributed training of neural networks, and does experiments on mnist, cifar10 and svhn datasets. The authors propose an algorithm that reduces communication costs in federated learning by sending sparse gradients from device to server and back. Combines distributed optimization algorithm with variational dropout to sparsify the gradients sent to master server from local learners.","A method to jointly learn a sparse model while reducing the amount of gradients exchanged during the iterative training process. The authors proposed an efficient federated learning framework that meets both model and communication constraints. This article introduces a method for sparsifying deep neural networks using variational dropout, which can be used to sparsify Bayesian neural networks by an order of magnitude without losing the prediction accuracy."
