target,abstractive_summary
"Unsupervised methods for finding, analyzing, and controlling important neurons in NMT This article proposes finding ""meaningful"" neurons in Neural Machine Translation models by ranking based on correlation between pairs of models, different epochs, or different datasets, and proposes a controlling mechanism for the models.","A new method for ranking neurons with linguistically similar directions. This work introduces a new algorithm to rank neural networks on language pairs, and shows that many of them capture common linguistic phenomena. The authors study the problem of ranking neurons in a single language pairs by using a SVCCA-based coder-decoder model, and show that most of them do not require any external supervision."
"We use graph co-attention in a paired graph training system for graph classification and regression. This study injects a multi-head co-attention mechanism in GCN that allows one drug to attend to another drug during drug side effect prediction. A method to extend graph-based learning with a co-attentional layer, which outperforms other previous ones on a pairwise graph classification task.","A graph neural network that receives pairs of graphs at a time, and extends it with a co-attentional layer that allows node representations to easily exchange structural information across them. This work introduces a new model for graph-level representation learning, which can be used to learn substructures from other inputs. The authors present a pairwise graph classification task in which the two representations of each other are represented by atoms."
Devising unsupervised defense mechanisms against adversarial attacks is crucial to ensure the generalizability of the defense. This work presents a method for detecting adversarial examples in a deep learning classification setting This study presents an unsupervised method for detecting adversarial examples of neural networks.,"This study introduces an end-to-end framework for unsupervised model assurance as well as defending against the adversaries. The authors present a novel attack approach to verify the legitimacy of data abstractions in each DL layer, and show that parallel checkpointing modules can be used to improve the performance of the victim model. This work presents a method for training defender modules to checkpoint the data representations of data points within the rarely explored regions of the data points."
"We show how using skip connections can make speech enhancement models more interpretable, as it makes them use similar mechanisms that have been explored in the DSP literature. The authors propose incorporating Residual, Highway and Masking blocks inside a fully convolutional pipeline in order to understand how iterative inference of the output and the masking is performed in a speech enhancement task The authors interpret highway, residual and masking connections. The authors generate their own noisy speech by artificially adding noise from a well established noise data-set to a less know clean speech data-set.","This paper presents a new model for speech enhancement using skip connections, which performs operations between the input and the output of each block. The authors show that skip connections do not necessarily improve performance with regards to the number of parameters, but they also make speech enhancement models more interpretable. This study studies the role of residual and highway connections in neural networks for speech denoising"
We propose the Exemplar Guided & Semantically Consistent Image-to-image Translation (EGSC-IT) network which conditions the translation process on an exemplar image in the target domain. Discusses a core failing and need for I2I translation models. The work explores the idea that an image has two components and applies an attention model where the feature masks that steer the translation process do not require semantic labels,This paper introduces a method to translate images from different styles in the target domain into images of different styles. The authors present an approach to translating images from a latent space to a single image in the source domain using Adaptive Instance Normalization (AdaIN) and a shared-latent space constraint that can be applied to the translation process.
A simple architecture consisting of convolutions and attention achieves results on par with the best documented recurrent models. A fast high performance paraphrasing based data augmentation method and a non-recurrent reading comprehension model using only convolutions and attention. This study proposes applying CNNs+self-attention modules instead of LSTMs and enhancing the RC model training with passage paraphrases generated by a neural paraphrasing model in order to improve RC performance. This paper presents a reading comprehension model using convolutions and attention and propose to augment additional training data by paraphrasing based on off-the-shelf neural machine translation,"A feedforward model that consists of only convolutional and self-attention, discarding RNNs, which are used by most of the existing models. This work introduces a backtranslation model for reading comprehension with a combination of self attention and embedding layers to improve the performance of the training data. The authors present a new approach to the problem of refining an RNN model by using a non-convolutional neural network"
"We learn dense scores and dynamics model as priors from exploration data and use them to induce a good policy in new tasks in zero-shot condition. This work discusses zero shot generalization into new environments, and proposes an approach with results on Grid-World, Super Mario Bros, and 3D Robotics. A method aiming to learn task-agnostic priors for zero-shot generalization, with the idea to employ a modeling approach on top of the model-based RL framework.","A method that learns to move to the right in the upper level of Figure 1 would fail to transfer the priors to the lower level and further play the game in the new level because change of configurations and background. This work presents a method for learning a trajectory from a grid-world example to a robotics Blocked-Reach environment, which can outperform baseline methods on a wide range of applications including gridworld."
An autoregressive deep learning model for generating diverse point clouds. An approach for generating 3D shapes as point clouds which considers the lexicographic ordering of points according to coordinates and trains a model to predict points in order. The study introduces a generative model for point clouds using a pixel RNN-like auto-regressive model and an attention model to handle longer-range interactions.,"A self-attention module that captures the long-range dependencies between points, helping to generate plausible part configurations within 3D objects. This work introduces a self attention module for modeling point clouds, which can be used in conjunction with an unconditional model. The authors present a Self-attention framework for generating representations of point clouds by using a discrete coordinate and a convolutional layer layer to create a coherent representation of the point cloud."
"Degenerate manifolds arising from the non-identifiability of the model slow down learning in deep networks; skip connections help by breaking degeneracies. The authors show that elimination singularities and overlap singularities impede learning in deep neural networks, and demonstrate that skip connections can reduce the prevalence of these singularities, speeding up learning. Paper examines the use of skip connections in deep networks as a way of alleviating singularities in the Hessian matrix during training.","This work introduces a hyper-residual architecture that introduces identity skip connections between adjacent layers and all layers above it. This study investigates the elimination, overlap and linear dependence singularities of the hidden units in the same layer, and how they can be used to improve the training accuracy. The authors present a nonlinearity network with no skip connections, and show that there is a direct correlation between elimination and linear dependency singularities."
"We formulated SGD as a Bayesian filtering problem, and show that this gives rise to RMSprop, Adam, AdamW, NAG and other features of state-of-the-art adaptive methods The paper analyzes stochastic gradient descent through Bayesian filtering as a framework for analyzing adaptive methods. The authors attempt to unify existing adaptive gradient methods under the Bayesian filtering framework with the dynamical prior",An adaptive algorithm for neural network optimization that uses Bayesian filtering to optimize parameters of BID23 BID30 BID24 BID25 BID7 BID22. This work introduces a novel method for optimizing neural networks by combining the state-of-the-art adaptive SGD algorithms with bayesian filters and natural gradient variational inference.
"We show that, in continual learning settings, catastrophic forgetting can be avoided by applying off-policy RL to a mixture of new and replay experience, with a behavioral cloning loss. Proposes a particular variant of experience replay with behavior cloning as a method for continual learning.","A continuul learning system that learns new skills that are related to old ones faster than it would have de novo, a property known as constructive interference or positive transfer. This study presents a novel method for reducing catastrophic forgetting on sequential training tasks, and introduces a new strategy to reduce the catastrophic forgett. The authors address the problem of continual learning by using experience replay buffers to minimize the impact of rare experiences in RL."
"Our variational-recurrent imputation network (V-RIN) takes into account the correlated features, temporal dynamics, and further utilizes the uncertainty to alleviate the risk of biased missing values estimates. A missing data imputation network to incorporate correlation, temporal relationships, and data uncertainty for the problem of data sparsity in EHRs, which yields higher AUC on mortality rate classification tasks. The work presented a method that combines VAE and uncertainty aware GRU for sequential missing data imputation and outcome prediction.","A deep generative model to estimate the missing values and the uncertainty in the latent space, yielding the uncertainty decay factor. This work introduces a new method for estimating the uncertain information by using a recurrent imputation network as a secondary problem but major concern in the task performance. The authors use a deep-generative model combined with a robust generative network to extract the uncertainty of the uncertainty and the temporal dynamics together."
"In a deep convolutional neural network trained with sufficient level of data augmentation, optimized by SGD, explicit regularizers (weight decay and dropout) might not provide any additional generalization improvement. This article proposes data augmentation as an alternative to commonly used regularisation techniques, and shows that for a few reference models/tasks that the same generalization performance can be achived using only data augmentation. This study presents a systematic study of data augmentation in image classification with deep neural networks, suggesting that data augmentation can replicit some common regularizers like weight decay and dropout.","A systematic analysis of the impact of data augmentation on deep neural networks compared to the most popular regularization techniques. This work presents a method for analyzing the role of explicit regularization in deep neural network architectures. The authors present an analysis of how data hausse adapts to different architectures of different depths of the network, and show that it can be used as a substitute for explicitly regularization."
"LEAP combines the strength of adaptive sampling with that of mini-batch online learning and adaptive representation learning to formulate a representative self-paced strategy in an end-to-end DNN training protocol. Introduces a method for creating mini batches for a student network by using a second learned representation space to dynamically select examples by their 'easiness and true diverseness'. Experiments the classification accuracy on MNIST, FashionMNIST, and CIFAR-10 datasets to learn a representation with curriculum learning style minibatch selection in an end-to-end framework.","A framework for self-paced learning with Adaptive Pace that learns when to introduce certain samples to the DNN during training. This work presents a framework for learning sample selection in a mini-batch setting using easiness and true diverseness as sample importance priors. The authors present a method for learning representations from multiple clusters of clusters, including CNNs and CNNs."
"We introduce an embedding space approach to constrain neural network output probability distribution. This study introduces a method to perform semi-supervised learning with deep neural networks, and the model achieves relatively high accuracy, given a small training size. This article incorporates label distribution into model learning when a limited number of training instances is available, and proposes two techniques for handling the problem of output label distribution being wrongly biased.",A novel algorithm that jointly optimizes output probability distribution on a clustered embedding space to make neural networks draw effective decision boundaries. This work presents a novel algorithm for learning the decision boundary of a multilayer perceptron (MLP) classifier with limited examples. The authors investigate the problem of learning the choice boundary from a limited number of labels in a hidden layer of an MLP trained with 50 labelled MNIST data.
A comparison of five deep neural network architectures for detection of malicious domain names shows surprisingly little difference. Authors propose using five deep architectures for the cybersecurity task of domain generation algorithm detection. Applies several NN architectures to classify url's between begign and malware related URLs. This paper proposes to automatically recognize domain names as malicious or benign by deep networks trained to directly classify the character sequence as such.,"A deep neural network architecture that can detect DGAs without the need to reverse engineer new, emerging malware families. This work introduces a deep-recurrent neural network classifier for DGA detection which uses an embedding layer to detect malicious and benign domain names in order to avoid overfitting. The authors present a long-term recurrent model of LSTMs that uses a bidirectional GRU algorithm to improve model performance."
A novel approach to maintain orthogonal recurrent weight matrices in a RNN. Introduces a scheme for learning the recurrent parameter matrix in a neural network that uses the Cayley transform and a scaling weight matrix. This article suggests an RNN reparametrization of the recurrent weights with a skew-symmetric matrix using Cayley transform to keep the recurrent weight matrix orthogonal. Novel parametrization of RNNs allows representing orthogonal weight matrices relatively easily.,"A new activation function for orthogonal or unitary recurrent neural networks. This work introduces a method to improve the performance of the modReLU over other activation functions, such as ReLU. The authors study the problem of scaling the recurrence matrix by scaling the diagonal matrix by a negative one eigenvalue and using a gradient descent algorithm to reduce the complexity of the gradient descent steps."
"Empirical proof of a new phenomenon requires new theoretical insights and is relevent to the active discussions in the literature on SGD and understanding generalization. The work discusses a phenomenon where neural network training in very specific settings can profit much from a schedule including large learning rates The authors analyze training of residual networks using large cyclic learning rates, and demonstrate fast convergence with cyclic learning rates and evidence of large learning rates acting as regularization.","A super-convergent approach for training with very large learning rates, which adds noise in the middle part of training. The authors show that using CLR with very small learning rates can speed up training by an order of magnitude. This work presents a new method to improve the generalization performance of SGD by reducing the noise level and improving the performance of the training rate."
"A Bayesian Nonparametric Topic Model with Variational Auto-Encoders which achieves the state-of-the-arts on public benchmarks in terms of perplexity, topic coherence and retrieval tasks. This study constructs an infinite Topic Model with Variational Auto-Encoders by combining Nalisnick & Smith's stick-breaking variational auto-encoder with latent Dirichlet allocation and several inference techniques used in Miao.","A Bayesian nonparametric topic model equipped with a Variational Auto-Encoders (ITM-VAE). This work introduces an infinite Topic Model, which uses a stick-breaking process BID35 to generate the mixture weights for a countably infinite set of topics and can grow the number of parameters with the amount of training data."
"Finetuning after quantization matches or exceeds full-precision state-of-the-art networks at both 8- and 4-bit quantization. This article proposes to improve the performance of low-precision models by doing quantization on pre-trained models, using large batches size, and using proper learning rate annealing with longer training time. A method for low bit quantization to enable inference on efficient hardware that achieves full accuracy on ResNet50 with 4-bit weights and activations, based on observations that fine-tuning at low precision introduces noise in the gradient.",A new state-of-the-art method for training low-precision networks with integer constraints. Presents a new state of the art method to combat gradient noise introduced by weight quantization. This work presents a novel method for learning low precision networks that exceeds the accuracy of the full-presence baseline networks after just one epoch of fine-tuning.
"Translating portions of the input during training can improve cross-lingual performance. The paper proposes a cross-lingual data augmentation method to improve the language inference and question answering tasks. This work proposes to augment crosslingual data with heuristic swaps using aligned translations, like bilingual humans do in code-switching.","A cross-lingual data augmentation method that replaces a segment of the input text with its translation in a way that each example is solely in one language. The authors introduce a new algorithm for multilingual word embeddings, which can be used to train examples in multiple languages without having to explicitly further align them. This study studies the effectiveness of cross-linguistic neural networks as cross-language augmentors"
new GNN formalism + extensive experiments; showing differences between GGNN/GCN/GAT are smaller than thought The article proposes a new Graph Neural Network architecture that uses Feature-wise Linear Modulation to condition the source-to-target node message-passing based on the target node representation.,A GNN-FiLM model for molecular graphs that outperforms baseline methods on a regression task and performs competitively on other tasks. This work introduces a new approach for learning to ignore graph edges by replacing the learnable parameters of the model with an edge-type-dependent weight based on the message transformation of target nodes.
"We propose Hierarchical Complement Objective Training, a novel training paradigm to effectively leverage category hierarchy in the labeling space on both image classification and semantic segmentation. A method that regularizes the entropy of the posterior distribution over classes which can be useful for image classsification and segmentation tasks",An explicit hierarchical model that is trained to penalize the obviously wrong classes at different granularity levels. This work introduces a training paradigm for deep neural models using an objective and a complement objective to leverage information from a label hierarchy. The study presents a method of training neural models with an objective that focuses on maximizing the probability value of the ground truth and the parental category of ground truth in order to minimize the predicted probability of the wrong class.
We introduce a new dataset of logical entailments for the purpose of measuring models' ability to capture and exploit the structure of logical expressions against an entailment prediction task. The study proposes a new model to use deep models for detecting logical entailment as a product of continuous functions over possible worlds. Proposes a new model designed for machine learning with predicting logical entailment.,"This article introduces a new model architecture that can capture invariance without needing to understand the structure of the problem. The authors present a method for generating propositional variables, which is useful for solving syntactic problems. This work presents a framework for entailment modeling using propositional logic, and discusses the problem of generating representations by using LSTM RNNs as a base-to-linear model."
"We show that training feedforward relu networks with a weak regularizer results in a maximum margin and analyze the implications of this result. Studies margin theory for neural sets and shows that max margin is monotonically increasing in size of the network This study studies the implicit bias of minimizers of a regularized cross entropy loss of a two-layer network with ReLU activations, obtaining a generalization upper bound which does not increase with the network size.","A new method for understanding the generalization of two-layer relu networks. This work introduces a new way to explain the regularization of neural networks by making it explicit. The authors present a method for proving the normalization in two layer relu network with quadratic activations, and show that there is an analogy between the two layers of the relu feature and the standard kernel SVM with relu features."
"From an incomplete RGB-D scan of a scene, we aim to detect the individual object instances comprising the scene and infer their complete object geometry. Proposes an end-to-end 3D CNN structure which combines color features and 3D features to predict the missing 3D structure of a scene from RGB-D scans. The authors propose a novel end-to-end 3D convolutional network which predicts 3D semantic instance completion as object bounding boxes, class labels and complete object geometry.",An end-to-end approach that outperforms state-of-the-art scan completion on SUNCG as well as on real-world ScanNet benchmarks. This work introduces a new method for predicting image segmentation and instance segmentation in the context of a scene by using a convolution layer to output objectness scores for each anchor.
"We propose Convolutional CRFs a fast, powerful and trainable alternative to Fully Connected CRFs. The authors replace the large filtering step in the permutohedral lattice with a spatially varying convolutional kernel and show that inference is more efficient and training is easier. Proposes to perform message passing on a truncated Gaussian kernel CRF using a defined kernel and parallelized message passing on GPU.","A new framework for fully-connected CRFs, which can be implemented efficiently on GPUs. This work introduces a new framework of fully connected CRF with a Gaussian kernel that can be used to improve the performance of CNNs. The authors address the problem of learning a large part of the inference step to be a convolution with truncated gaussian core"
"Word2net is a novel method for learning neural network representations of words that can use syntactic information to learn better semantic features. This paper extends SGNS with an architectural change from a bag-of-words model to a feedforward model, and contributes a new form of regularization by tying a subset of layers between different associated networks. A method to use non-linear combination of context vectors for learning vector representation of words, where the main idea is to replace each word embedding by a neural network.","A method to compute syntactic similarities between the neural network representations of the words. This work introduces a new neural network that can capture semantic properties of the word, but they tend to neglect most of it. The authors show that parameter sharing in word2net performs better than applying word2vec or standard Benoulli embeddings on the augmented vocabulary of word/tag pairs."
Comparison of psychophysical and CNN-encoded texture representations in a one-class neural network novelty detection application. This paper focuses on novelty detection and shows that psychophysical representations can outperform VGG-encoder features in some part of this task This work considers detecting anomalies in textures and proposes original loss function. Proposes training two anomaly detectors from three different models to detect perceptual anomalies in visual textures.,This work introduces a novel objective function to train one-class neural networks for novelty detection in visual surface inspection applications. The authors introduce a new objective function that explicitly learns an hyperplane separating reference data and data with the same image statistics. This work presents a model for visual surface inspectors using a neural network to detect visual texture anomalies by comparing features of a pretrained CNN.
Human-like Clustering with CNNs The work validates the idea that deep convolutional neural networks could learn to cluster input data better than other clustering methods by noting their ability to interpret the context of every input point due to a large field of view. This paper combines deep learning for feature representation with the task of human-like unsupervised grouping.,"A deep learning model for clustering and a hierarchical framework that progressively builds complex patterns on top of the simpler ones. This work explores the compositionality of real-world structures and objects in a clustering process, and suggests a new approach to clustering algorithms. The authors address the problem of clustering in neural networks by proposing a differentiating the structure of a large dataset of unlabeled patterns into meaningful clusters."
"We propose tensor contraction and low-rank tensor regression layers to preserve and leverage the multi-linear structure throughout the network, resulting in huge space savings with little to no impact on performance. This paper proposes new layer architectures of neural networks using a low-rank representation of tensors This work incorporates tensor decomposition and tensor regression into CNN by using a new tensor regression layer.",A deep convolutional neural network with a low-rank multi-linear mapping from a high-order activation tensor to the softmax layer. This work introduces a deep recognising neural network (CNN) which expresses the output of a neural network as a lower-rank Multi-Linear Mapping between the inputs and the activations of convolution layers.
"A novel network architecture to perform Deep 3D Zoom or close-ups. A method for creating a ""zoomed image"" for a given input image,and a novel back re-projection reconstruction loss that allows the network to learn underlying 3D structure and maintain a natural appearance. An algorithm for synthesizing 3D-zoom behavior when the camera is moving forward, a network structure incorporating disparity estimation in a GANs framework to synthesize novel views, and a proposed new computer vision task.","An unsupervised framework for learning a 3D-zoom dataset of natural scenes due to the need for special equipment to ensure camera movement is restricted to the Z-axis. This study introduces a novel view synthesis problem for multiple input image scenarios, using an off-the-shelf structure from motion algorithm to obtain the camera pose and fixed background points of a given video sequence in combination with traditional optimization techniques to directly estimate the warping operation."
"We introduce the universal deep neural network compression scheme, which is applicable universally for compression of any models and can perform near-optimally regardless of their weight distribution. Introduces a pipeline for network compression that is similar to deep compression and uses randomized lattice quantization instead of the classical vector quantization, and uses universal source coding (bzip2) instead of Huffman coding.","A universal lossy compression framework consisting of universal quantization and universal lossless source coding such as LempelZiv-Welch BID13 BID14 BID15 and Burrows-Wheeler transform BID16 BID17. This study introduces a universal DNN framework for entropy coded vector quantization, where the rate is infinity and the distortion diminishes."
"A quantitative refinement of the universal approximation theorem via an algebraic approach. The authors derive the universal approximation property proofs algebraically and assert that the results are general to other kinds of neural networks and similar learners. A new proof of Leshno's version of the universal approximation property for neural networks, and new insights into the universal approximation property.","A neural network with a hidden layer that can compute a certain class of functions: R n  R m, where  =  W is the class of non-linear functions. This study introduces a neural network to compute non-bias weights in the first layer, and shows that it holds if they are not fixed and randomly chosen from a suitable range."
"We propose an easy method to train Variational Auto Encoders (VAE) with discrete latent representations, using importance sampling Introducting an importance sampling distribution and using samples from distribution to compute importance-weighted estimate of the gradient This work proposes to use important sampling to optimize VAE with discrete latent variables.","The VAE is an easy latent variable model, where the observations x  p(x|z) are dependent on latent variables z  P(z). This work introduces a method to train VAEs using stochastic gradient descent on a training data set, which they call Stochastic Gradient Variational Bayes (SGVB)."
"Linking Wasserstein-trust region entropic policy gradients, and the heat equation. The paper explores the connections between reinforcement learning and the theory of quadratic optimal transport The authors studied policy gradient with change of policies limited by a trust region of Wasserstein distance in the multi-armed bandit setting, showing that in the small steps limit, the policy dynamics are governed by the heat equation (Fokker-Planck equation).","A regularization term for policy iteration that aims at finding a sequence of policies converging towards the optimal policy  *. This study introduces a new method for iterating policy gradients in the context of entropy-regularized rewards, which can be used as a regularizing term to improve policy diffusion and avoid early convergence to suboptimal policies."
We introduce a scale-invariant neural network architecture for changepoint detection in multivariate time series. The work leverages the concept of wavelet transform within a deep architecture to solve change point detection. This work proposes a pyramid based neural net and applies it to 1D signals with underlying processes occurring at different time scales where the task is change point detection,"A deep neural network architecture that can efficiently identify abrupt and gradual changes at multiple scales. This work introduces a deep neural networks architecture to detect abrupt and gradually changes in real-world datasets. The authors show that changepoint detection can be treated as a supervised learning problem, and demonstrate that the proposed architecture can encode short-term and long-term temporal patterns and can detect from abrupt to extremely gradual changes over a wide range of timescales."
"A novel graph signal processing framework for quantifying the effects of experimental perturbations in single cell biomedical data. This paper introduces several methods to process experimental results on biological cells and proposes a MELD algorithm mapping hard group assignments to soft assignments, allowing relevant groups of cells to be clustered.","A novel clustering algorithm for cell states that are prototypical of experimental or control conditions. This work introduces a clustering approach for learning the EES of TCR activation by filtering the noisy categorical experimental label in the graph frequency domain to recover a smooth signal with continuous values. The authors study the differences between experimental and control conditions, and proposed a new clustering method for identifying cells most or least affected by an experimental perturbation."
"We prove a non-convex convergence rate for the sign stochastic gradient method. The algorithm has links to algorithms like Adam and Rprop, as well as gradient quantisation schemes used in distributed machine learning. Provided a convergence analysis of Sign SGD algorithm for non-covex cases The work explores an algorithm that uses the sign of the gradients instead of actual gradients for training deep models","Using stochastic gradient evaluations to improve the performance of signSGD. This work introduces a method for avoiding saddle points where the objective function has a lower bound, which means that it is possible to avoid large gradient steps downhill indefinitely. The authors investigate the problem of escaping saddle points with a higher bound than gradient descent, and show that there is a better way to do this than SGD on a regular basis."
"Existing pruning methods fail when applied to GANs tackling complex tasks, so we present a simple and robust method to prune generators that works well for a wide variety of networks and tasks. The authors propose a modification to the classic distillation method for the task of compressing a network to address the failure of previous solutions when applied to generative adversarial networks.",A self-supervised GAN compression method for generative training of a classification network. This work introduces a new discriminator that is already well trained on the target data set and can be used to train a discriminator to make the generator behave more like the original generator suffers from this issue. The authors use a GAN to guide pruning in order to achieve compelling compression rates with little change in the quality of the compressed generator's ouput.
We propose to solve a problem of simultaneous classification and novelty detection within the GAN framework. Proposes a GAN to unify classification and novelty detection. The work presents a method for novelty detection based on a multi-class GAN which is trained to output images generated from a mixture of the nominal and novel distributions. The paper proposes a GAN for novelty detection using a mixture generator with feature matching loss,"A GAN-based mixture discriminator that generates samples from a mixture of nominal and novel data distributions is the optimal novelty detector. This work presents a method for semi-supervised classification where only a small fraction of real examples have labels, and the bulk of the real data is unlabeled. The authors introduce a GAN framework to train a multi-class discriminator which is capable of generating samples from the unknown distribution."
"A novel approach to processing graph-structured data by neural networks, leveraging attention over a node's neighborhood. Achieves state-of-the-art results on transductive citation network tasks and an inductive protein-protein interaction task. This article proposes a new method for classifying nodes of a graph, which can be used in semi-supervised scenarios and on a completely new graph. The study introduces a neural network architecture to operate on graph-structured data named Graph Attention Networks. Provides a fair and almost comprehensive discussion of the state of art approaches to learning vector representations for the nodes of a graph.","A new attention architecture for inductive learning that uses a single-layer feedforward neural network, and is directly applicable to tasks where the model has to generalize to completely unseen graphs. This work introduces a new approach to self-attention by introducing a multi-head approach to the use of a shared attention mechanism to all edges of the graph."
A formal method's approach to skill composition in reinforcement learning tasks The article combines RL and constraints expressed by logical formulas by setting up an automation from scTLTL formulas. Proposes a method that helps to construct policy from learned subtasks on the topic of combining RL tasks with linear temporal logic formulas.,"A composite policy that achieves the AN D task composition (the composite policy maximizes the average reward of individual tasks) with little to no constraints on task distribution at learning time. This work introduces a new strategy for multi-task learning, which can be achieved by using energy-based model DISPLAYFORM1 where the energy function is represented by a function approximator."
"We created a new dataset for data interpretation over plots and also propose a baseline for the same. The authors propose a pipeline to solve the DIP problem involving learning from datasets containing triplets of the form {plot, question, answer} Proposes an algorithm that can interpret data shown in scientific plots.","A multi-staged modular framework with various sub-components to extract relevant data from the plot and convert it to a semi-structured table. This work introduces a novel test set for question answering using a plot of triplets of the form plot, question, answer as well as a new dataset which contains plots generated from synthetic data with limited (i) $x-y$ axes variables."
Combine information between pre-built word embedding and task-specific word representation to address out-of-vocabulary issue This study proposes an approach to improve the out-of-vocabulary embedding prediction for the task of modeling dialogue conversations with sizable gains over the baselines. Proposes combining external pretrained word embeddings and pretrained word embeddings on training data by keeping them as two views. Proposes method to extend the coverage of pre-trained word embeddings to deal with the OOV problem that arises when applying them to conversational datasets and applies new variants of LSTM-based model to the task of response-selection in dialogue modeling.,A deep neural network model for addressing out-of-vocabulary word issues that can be used to enrich word representations. This study introduces a method to combine pre-trained word embedding vectors with those generated on a general text corpus and the existing model with structured knowledge from semantic network ConceptNet BID25 and merge them into a common representation BID24.
Acquire states from high frequency region for search-control in Dyna. The authors propose to do sampling in the high-frequency domain to increase the sample efficiency This article proposes a new way to select states from which do do transitions in dyna algorithm.,"A method to locally measure the frequency of a function's point in the domain and provide a theoretical justification for this approach. This study introduces a method to localize the number of samples required for its reconstruction in an online RL setting. The authors present a new strategy to locally estimate the frequency on a state space by using a gradient norm, which can be used to determine how much it is needed to learn from the state space."
"We perform large scale experiments to show that a simple online variant of distillation can help us scale distributed neural network training to more machines. Proposes a method to scale distributed training beyond the current limits of mini-batch stochastic gradient descent Proposal for an online distillation method called co-distillation, applied at scale, where two different models are trained to match predictions of the other model in addition to minimizing its own loss. Online distillation technique is introduced to accelerate traditional algorithms for large-scaled distributed neural network training","Using ensemble distillation to reduce prediction churn in training neural networks. This study studies the reproducibility benefits of codistillation, and shows that it does not lose the reproducibility benefits of ensembles of neural networks, reducing churin in the predictions of different retrains of the same model. The authors present a novel method for reducing prediction loss by using stale predictions instead of up-to-date predictions."
"Our approach is the first attempt to leverage a sequential latent variable model for knowledge selection in the multi-turn knowledge-grounded dialogue. It achieves the new state-of-the-art performance on Wizard of Wikipedia benchmark. A sequential latent variable model for knowledge selection in dialogue generation that extends the posterior attention model to the latent knowledge selection problem and achieves higher performances than previous state-of-the-art models. A novel architecture for selecting knowledge-grounded multi-turn dialogue that yields state of the art on relevant benchmarks datasets, and scores higher in human evaluations.",A sequential latent variable model for multi-turn knowledge-grounded dialogue. This work presents a novel approach to multi-open-domain knowledge-based dialogue by decomposing it into two sub-problems: first selecting knowledge from a large pool of candidates and generating a response based on the selected knowledge and context. The authors present a method for understanding the history of knowledge selection with and without knowing the response in previous turns.
"Neural Network Verification for Temporal Properties and Sequence Generation Models This work extends interval bound propagation to recurrent computation and auto-regressive models, introduces and extends Signal Temporal Logic for specifying temporal contraints, and provides proof that STL with bound propagation can ensure neural models conform to temporal specification. A way to train time-series regressors verifiably with respect to a set of rules defined by signal temporal logic, and work in deriving bound propagation rules for the STL language.","A new verification method for deep neural networks that performs well in terms of test error or reward. This study introduces a novel verification method to verify the robustness of neural networks, and uses it as a specification language to provide guarantees on temporal specifications. The authors consider the problem of learning a trace-value function to verifiably satisfy a specific specification of the form x  S."
We propose to use explicit vector algebraic formulae projection as an alternative way to visualize embedding spaces specifically tailored for goal-oriented analysis tasks and it outperforms t-SNE in our user study. Analysis of embedding psaces in a non-parametric (example-based_ way,"A better understanding of the embedded space may lead to critical insights in improving such models. This study presents a novel way to learn how embeddings relate to each other with respect to dimensions of variability, and shows that it's possible to use a set of axes to identify differences between the two dimensions of variation. The authors present a method for learning a wide range of variables in a large-scale dataset"
"a joint model and gradient sparsification method for federated learning Applies variational dropout to reduce the communication cost of distributed training of neural networks, and does experiments on mnist, cifar10 and svhn datasets. The authors propose an algorithm that reduces communication costs in federated learning by sending sparse gradients from device to server and back. Combines distributed optimization algorithm with variational dropout to sparsify the gradients sent to master server from local learners.",An efficient federated learning framework that meets both communication and communication constraints. This work introduces a method to jointly learn a sparse model while reducing the amount of gradients exchanged during the iterative training process. The authors present a novel method for sparsifying deep neural networks by pruning the weights whose learned dropout rates are high while still achieving comparable predictive accuracies compared to the unpruned ones.
