target,abstractive_summary
"Multi-view learning improves unsupervised sentence representation learning Approach uses different, complementary encoders of the input sentence and consensus maximization. The paper presents a multi-view framework for improving sentence representation in NLP tasks using generative and discriminative objective architectures. This paper shows that multi-view frameworks are more effective than using individual encoders for learning sentence representations.","A multi-view framework for unsupervised transfer of sentences from one view to another. This work presents a multi-task framework which combines RNN-based encoders with an RNN encoder to improve the accuracy of sentence decoding on supervised tasks. The authors present a new framework for learning sentence representations from two different views, with the aim of improving the accuracy and scalability of sentence decoder."
"Unsupervised methods for finding, analyzing, and controlling important neurons in NMT This work proposes finding ""meaningful"" neurons in Neural Machine Translation models by ranking based on correlation between pairs of models, different epochs, or different datasets, and proposes a controlling mechanism for the models.","A method for ranking neurons in neural language representations based on correlations between pairs of models. This article presents a new way of ranking neural language models based on the correlation between neuron activations. This study studies the effect of neural language learning on language translation quality, and finds that many of the neurons are correlated with specific language properties."
"We use graph co-attention in a paired graph training system for graph classification and regression. This article injects a multi-head co-attention mechanism in GCN that allows one drug to attend to another drug during drug side effect prediction. A method to extend graph-based learning with a co-attentional layer, which outperforms other previous ones on a pairwise graph classification task.","A novel neural network architecture for pairwise graph classification. This work introduces a new model for molecule prediction, Equation 5, which combines a graph neural network with a co-attentional layer. The study presents a novel graph-based model for molecular prediction that combines information from multiple graphs into a single prediction task. The authors present a novel algorithm for molecule-to-drug prediction based on a pairwise representation of two graphs."
Devising unsupervised defense mechanisms against adversarial attacks is crucial to ensure the generalizability of the defense. This work presents a method for detecting adversarial examples in a deep learning classification setting This study presents an unsupervised method for detecting adversarial examples of neural networks.,An automated end-to-end framework for unsupervised model assurance and defending against adversarial samples. This work presents a novel approach to unsupervising data abstractions by using parallel checkpointing modules in each intermediate DL layer. The authors present a method for training adversarial models in which the defender module is trained to detect non-overlapping data points within each class of data.
"We show how using skip connections can make speech enhancement models more interpretable, as it makes them use similar mechanisms that have been explored in the DSP literature. The authors propose incorporating Residual, Highway and Masking blocks inside a fully convolutional pipeline in order to understand how iterative inference of the output and the masking is performed in a speech enhancement task The authors interpret highway, residual and masking connections. The authors generate their own noisy speech by artificially adding noise from a well established noise data-set to a less know clean speech data-set.","A new method for learning the spectral domain of a deep neural network for speech enhancement. This article introduces skip connections in deep neural networks, and shows that they can improve the performance of models trained for speech denoising. The authors introduce skip connections, which are based on predicting time-frequency cells dominated by noise, and show that skipping connections can help to improve speech structure."
We propose the Exemplar Guided & Semantically Consistent Image-to-image Translation (EGSC-IT) network which conditions the translation process on an exemplar image in the target domain. Discusses a core failing and need for I2I translation models. The article explores the idea that an image has two components and applies an attention model where the feature masks that steer the translation process do not require semantic labels,"A new translation method for image generation that combines multimodal and domain-specific style information. This article introduces a new translation technique, EGSC-IT, which combines the two existing methods of combining style information and domain specific style information in a shared latent space. The authors introduce a new approach to image translation by combining the style information of two different domains into a single representation."
A simple architecture consisting of convolutions and attention achieves results on par with the best documented recurrent models. A fast high performance paraphrasing based data augmentation method and a non-recurrent reading comprehension model using only convolutions and attention. This paper proposes applying CNNs+self-attention modules instead of LSTMs and enhancing the RC model training with passage paraphrases generated by a neural paraphrasing model in order to improve RC performance. This work presents a reading comprehension model using convolutions and attention and propose to augment additional training data by paraphrasing based on off-the-shelf neural machine translation,"A novel reading comprehension model that consists of only convolutional and self-attention, a combination that is empirically effective for both training and inference. This study presents a novel reading recognition model for the reading comprehension problem, which consists of two layers: a neural network embedding layer, and a context-query attention layer."
"We learn dense scores and dynamics model as priors from exploration data and use them to induce a good policy in new tasks in zero-shot condition. This paper discusses zero shot generalization into new environments, and proposes an approach with results on Grid-World, Super Mario Bros, and 3D Robotics. A method aiming to learn task-agnostic priors for zero-shot generalization, with the idea to employ a modeling approach on top of the model-based RL framework.","A novel reinforcement learning algorithm that learns to select trajectories for a task in a grid-world environment. This work introduces a new model for reinforcement learning that learns the best trajectory for a given task in an environment. The study presents a method for training a reinforcement learning agent to select different trajectories from a set of parameters, and shows that it outperforms other approaches."
An autoregressive deep learning model for generating diverse point clouds. An approach for generating 3D shapes as point clouds which considers the lexicographic ordering of points according to coordinates and trains a model to predict points in order. The paper introduces a generative model for point clouds using a pixel RNN-like auto-regressive model and an attention model to handle longer-range interactions.,"Conditional PointGrow, a generative model for 3D point cloud generation, learns a smooth manifold of given images where 3D shape interpolation and arithmetic calculation can be performed inside. This work introduces a self-attention module to generate point clouds that can be used to generate 3D objects."
"Degenerate manifolds arising from the non-identifiability of the model slow down learning in deep networks; skip connections help by breaking degeneracies. The authors show that elimination singularities and overlap singularities impede learning in deep neural networks, and demonstrate that skip connections can reduce the prevalence of these singularities, speeding up learning. Paper examines the use of skip connections in deep networks as a way of alleviating singularities in the Hessian matrix during training.","Overlap singularities are caused by the permutation symmetry of the hidden units at a given layer and they arise when two units become identical, e.g. when their incoming weights become identical to each other. This study introduces skip connections between adjacent layers of nonlinear linear residual networks, and shows that skip connections can be explained by stochastic gradient descent and random initialization."
"We formulated SGD as a Bayesian filtering problem, and show that this gives rise to RMSprop, Adam, AdamW, NAG and other features of state-of-the-art adaptive methods The paper analyzes stochastic gradient descent through Bayesian filtering as a framework for analyzing adaptive methods. The authors attempt to unify existing adaptive gradient methods under the Bayesian filtering framework with the dynamical prior",An approximate inference between adaptive SGD algorithms and natural gradient variational inference. This article presents a method to approximate gradient updates in neural networks using Bayesian (Kalman) filtering. The authors provide a method for approximating gradients in deep neural networks by incorporating momentum and momentum into the updates. This work presents a new way to approximate gradients of neural networks with Bayesian filtering
"We show that, in continual learning settings, catastrophic forgetting can be avoided by applying off-policy RL to a mixture of new and replay experience, with a behavioral cloning loss. Proposes a particular variant of experience replay with behavior cloning as a method for continual learning.","Continuous learning is a method for reducing catastrophic forgetting in continuous learning. This work presents a new approach to the problem of catastrophic forgetting that combines continuous learning with sequential learning. The authors present a novel method for preventing catastrophic forgetting, called continuous learning, in which a single learning network is fed experiences from different points in the training sequence. This study presents a novel way to reduce catastrophic forgetting on continuous learning tasks."
"Our variational-recurrent imputation network (V-RIN) takes into account the correlated features, temporal dynamics, and further utilizes the uncertainty to alleviate the risk of biased missing values estimates. A missing data imputation network to incorporate correlation, temporal relationships, and data uncertainty for the problem of data sparsity in EHRs, which yields higher AUC on mortality rate classification tasks. The paper presented a method that combines VAE and uncertainty aware GRU for sequential missing data imputation and outcome prediction.","A deep generative model to estimate the missing values based on features correlations and temporal relations in the latent space of a GRU cell. This work presents a novel method for estimating missing values in an in-hospital mortality prediction framework. This study presents a deep generational model for estimating the missing value estimates based on the features correlations, temporal relations, and the uncertainty."
"In a deep convolutional neural network trained with sufficient level of data augmentation, optimized by SGD, explicit regularizers (weight decay and dropout) might not provide any additional generalization improvement. This work proposes data augmentation as an alternative to commonly used regularisation techniques, and shows that for a few reference models/tasks that the same generalization performance can be achived using only data augmentation. This paper presents a systematic study of data augmentation in image classification with deep neural networks, suggesting that data augmentation can replicit some common regularizers like weight decay and dropout.","A systematic analysis of the impact of data augmentation on deep neural networks compared to popular techniques of explicit regularization. This article presents a systematic study of the role of deep neural network regularization in improving the generalization of the training data. The authors present a systematic review of the effect of deep learning on the training performance of neural networks, focusing on the use of implicit regularization as a substitute for explicit regularized methods."
"LEAP combines the strength of adaptive sampling with that of mini-batch online learning and adaptive representation learning to formulate a representative self-paced strategy in an end-to-end DNN training protocol. Introduces a method for creating mini batches for a student network by using a second learned representation space to dynamically select examples by their 'easiness and true diverseness'. Experiments the classification accuracy on MNIST, FashionMNIST, and CIFAR-10 datasets to learn a representation with curriculum learning style minibatch selection in an end-to-end framework.","A self-paced sample selection framework that learns a dynamic representation space for the training data and learns when to introduce certain samples to the DNN during training. This work introduces a new dataset selection framework called Learning Embeddings for Adap- tive Pace (LEAP) that is independent of model architecture or objective, and learns which samples to introduce during training in order to improve performance on classification tasks."
"We introduce an embedding space approach to constrain neural network output probability distribution. This work introduces a method to perform semi-supervised learning with deep neural networks, and the model achieves relatively high accuracy, given a small training size. This study incorporates label distribution into model learning when a limited number of training instances is available, and proposes two techniques for handling the problem of output label distribution being wrongly biased.","A novel semi-supervised learning algorithm that jointly optimizes output probability distribution on a clustered embedding space to make neural networks draw effective decision boundaries. This work introduces a new method for training deep neural networks with low dimensional feature space, where labels can be trained to draw decision boundaries correctly from a limited number of examples. The study presents a new approach to train deep neural network models with high dimensional feature spaces."
A comparison of five deep neural network architectures for detection of malicious domain names shows surprisingly little difference. Authors propose using five deep architectures for the cybersecurity task of domain generation algorithm detection. Applies several NN architectures to classify url's between begign and malware related URLs. This paper proposes to automatically recognize domain names as malicious or benign by deep networks trained to directly classify the character sequence as such.,"A new deep neural network classifier that can detect domain names as benign or malicious based solely on the domain name string. This study presents a new deep learning framework for detecting domain names that are not explicitly told to be labeled as malicious. The authors present an end-to-end approach to detecting domain name strings in a deep learning context, focusing on the problem of identifying malicious domain names and proposing an endgame model."
A novel approach to maintain orthogonal recurrent weight matrices in a RNN. Introduces a scheme for learning the recurrent parameter matrix in a neural network that uses the Cayley transform and a scaling weight matrix. This study suggests an RNN reparametrization of the recurrent weights with a skew-symmetric matrix using Cayley transform to keep the recurrent weight matrix orthogonal. Novel parametrization of RNNs allows representing orthogonal weight matrices relatively easily.,"A new deep learning architecture for orthogonal and unitary RNNs. This article introduces a deep learning framework for deep learning that is able to solve the vanishing/exploding gradient problem in deep neural networks. The authors introduce a new algorithm for learning deep learning, called scoRNN, which can be used to train deep learning neural networks with low memory usage. This work introduces a new architecture of deep learning based on the Cayley transform"
"Empirical proof of a new phenomenon requires new theoretical insights and is relevent to the active discussions in the literature on SGD and understanding generalization. The paper discusses a phenomenon where neural network training in very specific settings can profit much from a schedule including large learning rates The authors analyze training of residual networks using large cyclic learning rates, and demonstrate fast convergence with cyclic learning rates and evidence of large learning rates acting as regularization.","A new adaptive learning rate method for SGD that can speed up training by an order of magnitude. This article studies the problem of super-convergence in SGD using a cyclical learning rate, and shows that using large learning rates is beneficial for training SGD with very large data sets. This work investigates the issue of hyper-parameterized learning rates in deep learning, and suggests that using very large learning rate methods can help train SGD efficiently."
"A Bayesian Nonparametric Topic Model with Variational Auto-Encoders which achieves the state-of-the-arts on public benchmarks in terms of perplexity, topic coherence and retrieval tasks. This article constructs an infinite Topic Model with Variational Auto-Encoders by combining Nalisnick & Smith's stick-breaking variational auto-encoder with latent Dirichlet allocation and several inference techniques used in Miao.","A Bayesian nonparametric topic model with variational auto-Encoders for a countably infinite set of topics. This work introduces a new class of topic models that can be used to approximate the variational posterior of a given dataset. The authors introduce a new type of topic model, called iTM-VAE-Prod, which is an infinite number of topics and can be approximated using variational inference."
"Finetuning after quantization matches or exceeds full-precision state-of-the-art networks at both 8- and 4-bit quantization. This paper proposes to improve the performance of low-precision models by doing quantization on pre-trained models, using large batches size, and using proper learning rate annealing with longer training time. A method for low bit quantization to enable inference on efficient hardware that achieves full accuracy on ResNet50 with 4-bit weights and activations, based on observations that fine-tuning at low precision introduces noise in the gradient.","A new quantization technique for training low-precision neural networks with integer constraints. This article introduces a method to reduce the gradient noise in deep neural networks by quantizing the weights and activations of the weights. The study presents a method for training neural networks at 8-bit precision, which outperforms the current state-of-the-art methods."
"Translating portions of the input during training can improve cross-lingual performance. The study proposes a cross-lingual data augmentation method to improve the language inference and question answering tasks. This paper proposes to augment crosslingual data with heuristic swaps using aligned translations, like bilingual humans do in code-switching.","XNLI data augmentation is a method that replaces a segment of the input text with its translation in another language. This article introduces a new neural machine translation method for cross-lingual word embeddings that uses XNLI, a dataset of 15 different languages. The authors introduce a new method for translating text from one language to another, and show that it can be used with both pretrained and randomly initialized models."
new GNN formalism + extensive experiments; showing differences between GGNN/GCN/GAT are smaller than thought The work proposes a new Graph Neural Network architecture that uses Feature-wise Linear Modulation to condition the source-to-target node message-passing based on the target node representation.,"GNN-FiLM outperforms baseline methods on a regression task on molecular graphs and performs competitively on other tasks. This article presents a novel convolutional neural network architecture for molecular graphs that uses graph edges instead of linear layers. The study presents a new Convolutional Neural Network architecture for the molecular graphs, which is based on graph edges and shows that it is more efficient than existing convolutionals."
"We propose Hierarchical Complement Objective Training, a novel training paradigm to effectively leverage category hierarchy in the labeling space on both image classification and semantic segmentation. A method that regularizes the entropy of the posterior distribution over classes which can be useful for image classsification and segmentation tasks","A new training objective for deep neural models that leverages information from a label hierarchy. This work introduces a new training paradigm for deep learning that leveraged information from labels to improve model performance. This study presents a new approach to training deep neural networks using a hierarchical structure in the label space. The authors present a new method for training a deep neural network with hierarchical information, which leads to significant performance improvement over previous approaches."
We introduce a new dataset of logical entailments for the purpose of measuring models' ability to capture and exploit the structure of logical expressions against an entailment prediction task. The study proposes a new model to use deep models for detecting logical entailment as a product of continuous functions over possible worlds. Proposes a new model designed for machine learning with predicting logical entailment.,"A new generative framework for the entailment of convolutional neural networks. This article presents a novel approach to entailment in neural networks, which is based on the notion that propositional logic is invariant to the structure of a given word. The authors present a novel generative process for the problem of entailment, and show that it can be used to train neural networks to capture structure in sequences of images."
"We show that training feedforward relu networks with a weak regularizer results in a maximum margin and analyze the implications of this result. Studies margin theory for neural sets and shows that max margin is monotonically increasing in size of the network This study studies the implicit bias of minimizers of a regularized cross entropy loss of a two-layer network with ReLU activations, obtaining a generalization upper bound which does not increase with the network size.","A novel algorithm for optimizing weaklyregularized logistic loss over two-layer relu networks. The authors prove that the regularization of deep neural networks can be achieved with a linear SVM, and show that it is possible to achieve the same result. This article introduces a new algorithm for solving the problem of regularizing logistic losses over two layers of neural networks, and shows that the algorithm can be used to train deep neural nets."
"From an incomplete RGB-D scan of a scene, we aim to detect the individual object instances comprising the scene and infer their complete object geometry. Proposes an end-to-end 3D CNN structure which combines color features and 3D features to predict the missing 3D structure of a scene from RGB-D scans. The authors propose a novel end-to-end 3D convolutional network which predicts 3D semantic instance completion as object bounding boxes, class labels and complete object geometry.","An end-to-end approach for 3D semantic instance completion based on image segmentation and instance segmentation. This paper presents a novel method for predicting object segmentation in real-world 3D scans, which uses a deep neural network to predict object segmentations. This work presents a new method for 2D semantic segmentation of 3D 3D images, which is based on a deep Neural Network (NAN) architecture."
"We propose Convolutional CRFs a fast, powerful and trainable alternative to Fully Connected CRFs. The authors replace the large filtering step in the permutohedral lattice with a spatially varying convolutional kernel and show that inference is more efficient and training is easier. Proposes to perform message passing on a truncated Gaussian kernel CRF using a defined kernel and parallelized message passing on GPU.","A new framework for fully-connected convolution based segmentation that can be implemented on GPUs. This work introduces conditional independence to convolutional neural networks (CNNs) and introduces a conditional independence assumption for the conditional independence of convolution layers in CNNs. The authors introduce a new framework of fully connected CNNs with conditional independence, which allows convolutions to be trained as convolutions with truncated Gaussian kernel"
"Word2net is a novel method for learning neural network representations of words that can use syntactic information to learn better semantic features. This work extends SGNS with an architectural change from a bag-of-words model to a feedforward model, and contributes a new form of regularization by tying a subset of layers between different associated networks. A method to use non-linear combination of context vectors for learning vector representation of words, where the main idea is to replace each word embedding by a neural network.","A new embedding method based on parameter sharing in word2net that captures latent semantic properties of the word. This article introduces a new embeddings method for embedding word/tag pairs in a context of other words. The authors present word2nets, a neural network-based embedding technique that combines conditional probability and parameter sharing to capture latent semantics of words."
Comparison of psychophysical and CNN-encoded texture representations in a one-class neural network novelty detection application. This work focuses on novelty detection and shows that psychophysical representations can outperform VGG-encoder features in some part of this task This article considers detecting anomalies in textures and proposes original loss function. Proposes training two anomaly detectors from three different models to detect perceptual anomalies in visual textures.,A novel objective function to train a neural network based on features of a pretrained deep convolutional neural network (CNN) for novelty detection. This work introduces a new objective function that explicitly learns a hyperplane separating reference data and image statistics in order to detect novelty detection in texture representations. The study presents a novel objective method for training neural networks based on the features of CNN-encoded textures.
Human-like Clustering with CNNs The paper validates the idea that deep convolutional neural networks could learn to cluster input data better than other clustering methods by noting their ability to interpret the context of every input point due to a large field of view. This study combines deep learning for feature representation with the task of human-like unsupervised grouping.,"A hierarchical clustering framework for image segmentation. This article presents a new method for clustering neural networks, based on the idea that clustering is easier for humans than it is for humans. The study presents a hierarchical cluster framework for deep CNNs, which can be used to classify objects in a given image."
"We propose tensor contraction and low-rank tensor regression layers to preserve and leverage the multi-linear structure throughout the network, resulting in huge space savings with little to no impact on performance. This article proposes new layer architectures of neural networks using a low-rank representation of tensors This paper incorporates tensor decomposition and tensor regression into CNN by using a new tensor regression layer.","A new deep convolutional neural network based on tensor decompositions, which express the output of a neural network as a low-rank multi-linear mapping from a high-order activation tensor to the softmax layer. This article introduces a new method for learning tensor regression layers in deep neural networks, and shows that it is more robust to changes in rank constraints than traditional linear regression methods."
"A novel network architecture to perform Deep 3D Zoom or close-ups. A method for creating a ""zoomed image"" for a given input image,and a novel back re-projection reconstruction loss that allows the network to learn underlying 3D structure and maintain a natural appearance. An algorithm for synthesizing 3D-zoom behavior when the camera is moving forward, a network structure incorporating disparity estimation in a GANs framework to synthesize novel views, and a proposed new computer vision task.","Deep 3D-Zoom Net is a novel view generation framework for the novel view synthesis problem. This work introduces a deep neural network architecture that learns to estimate the disparity and normals of the input image in a single pass. The authors introduce a new class of deep neural networks, Deep3DNet, which can be used to generate images for both the KITTI and Cityscapes datasets."
"We introduce the universal deep neural network compression scheme, which is applicable universally for compression of any models and can perform near-optimally regardless of their weight distribution. Introduces a pipeline for network compression that is similar to deep compression and uses randomized lattice quantization instead of the classical vector quantization, and uses universal source coding (bzip2) instead of Huffman coding.","A universal DNN quantization framework consisting of universal quantization and universal lossless source coding. This work introduces a universal quantizing framework for vector quantization in high resolution images, and shows that it is more efficient than the classical lossy compression framework. The study presents a universal method for quantizing vector quantized DNNs by adding uniform random dithers to the quantized weights."
"A quantitative refinement of the universal approximation theorem via an algebraic approach. The authors derive the universal approximation property proofs algebraically and assert that the results are general to other kinds of neural networks and similar learners. A new proof of Leshno's version of the universal approximation property for neural networks, and new insights into the universal approximation property.","A neural network with two hidden layers of sizes 2n + 1 and 4n + 3 respectively is able to approximate any function f ∈ P ≤d (X, R m) to any desired approximation error threshold ε. The authors prove that the UAP can be used to approximate all non-bias functions in the first layer of a neural network."
"We propose an easy method to train Variational Auto Encoders (VAE) with discrete latent representations, using importance sampling Introducting an importance sampling distribution and using samples from distribution to compute importance-weighted estimate of the gradient This article proposes to use important sampling to optimize VAE with discrete latent variables.","An easy latent variable model that can be trained with stochastic gradient descent on a training data set. This article presents a novel latent variable learning algorithm which can be used to train VAEs with SGVB. The authors introduce a new variant of the FCVAE, where the latent variables are parametrized and the decoder is trained to generate images that fit well to all the training data."
"Linking Wasserstein-trust region entropic policy gradients, and the heat equation. The paper explores the connections between reinforcement learning and the theory of quadratic optimal transport The authors studied policy gradient with change of policies limited by a trust region of Wasserstein distance in the multi-armed bandit setting, showing that in the small steps limit, the policy dynamics are governed by the heat equation (Fokker-Planck equation).","A stochastic gradient ascent for entropy-regularized rewards in the context of on-policy rewards maximization. This article introduces a new algorithm for policy regularization, which is based on the entropy gradient ascent of the policy distance between policies. The work presents a novel algorithm for randomization of policy distances between policies, where entropy is a regularization term and the reward is a free energy function."
We introduce a scale-invariant neural network architecture for changepoint detection in multivariate time series. The work leverages the concept of wavelet transform within a deep architecture to solve change point detection. This article proposes a pyramid based neural net and applies it to 1D signals with underlying processes occurring at different time scales where the task is change point detection,"A new deep neural network architecture that can detect both abrupt and gradual changes at multiple scales. This work presents a novel deep neural architecture for the detection of abrupt, gradual, and abrupt changepoints in multimodality time series. The study presents a deep neural model for detecting abrupt, abrupt, and gradual changepoints at different scales."
"A novel graph signal processing framework for quantifying the effects of experimental perturbations in single cell biomedical data. This work introduces several methods to process experimental results on biological cells and proposes a MELD algorithm mapping hard group assignments to soft assignments, allowing relevant groups of cells to be clustered.","MELD learns the EES by filtering the noisy categorical experimental label in the graph frequency domain to recover a smooth signal with continuous values. This work introduces a novel and flexible filter on graph frequency domains to identify cell states that are most or least affected by an experimental perturbation. The study presents a novel algorithm for identifying cell states with different responses to perturbations, which can be used to determine whether a cell is more or less affected than a control condition."
"We prove a non-convex convergence rate for the sign stochastic gradient method. The algorithm has links to algorithms like Adam and Rprop, as well as gradient quantisation schemes used in distributed machine learning. Provided a convergence analysis of Sign SGD algorithm for non-covex cases The work explores an algorithm that uses the sign of the gradients instead of actual gradients for training deep models","A new algorithm for deep neural network optimisation that can avoid saddle points. This article introduces a new algorithm called signGD, which is a gradient descent algorithm that avoids saddle points in order to avoid the curvature-induced error. The authors investigate the problem of avoiding saddle points and show that the algorithm can avoid them by avoiding them."
"Existing pruning methods fail when applied to GANs tackling complex tasks, so we present a simple and robust method to prune generators that works well for a wide variety of networks and tasks. The authors propose a modification to the classic distillation method for the task of compressing a network to address the failure of previous solutions when applied to generative adversarial networks.","A novel compression method for generating images from compressed data that can be used to improve the quality of the compressed generator. This work introduces a new compression technique for image distillation, where the discriminator is trained alongside the teacher and the generator to generate images that are more similar to the original generator."
We propose to solve a problem of simultaneous classification and novelty detection within the GAN framework. Proposes a GAN to unify classification and novelty detection. The work presents a method for novelty detection based on a multi-class GAN which is trained to output images generated from a mixture of the nominal and novel distributions. The paper proposes a GAN for novelty detection using a mixture generator with feature matching loss,"A mixture generator that is trained with a Feature Matching loss and which generates samples from a mixture of nominal and novel data distributions is the optimal novelty detector. This work introduces a GAN framework for simultaneous classification and novelty detection based on a mixture generator. The authors introduce a new discriminator classifier, called a mixture-generator, that is capable of generating samples from different distributions of data."
"A novel approach to processing graph-structured data by neural networks, leveraging attention over a node's neighborhood. Achieves state-of-the-art results on transductive citation network tasks and an inductive protein-protein interaction task. This article proposes a new method for classifying nodes of a graph, which can be used in semi-supervised scenarios and on a completely new graph. The study introduces a neural network architecture to operate on graph-structured data named Graph Attention Networks. Provides a fair and almost comprehensive discussion of the state of art approaches to learning vector representations for the nodes of a graph.","A graph convolutional model that leverages sparse matrix operations, reducing the storage complexity to linear in the number of nodes and edges and enabling the execution of inductive learning on large graphs. This article introduces a new neural network architecture that combines multi-head attention with nonlinearity in the graph structure."
A formal method's approach to skill composition in reinforcement learning tasks The work combines RL and constraints expressed by logical formulas by setting up an automation from scTLTL formulas. Proposes a method that helps to construct policy from learned subtasks on the topic of combining RL tasks with linear temporal logic formulas.,Combine individual Q-functions of existing policies with an energy-based model. This paper presents a new approach to skill composition and multi-task learning/meta-learning where the goal is to obtain a policy that satisfies each of the constituent tasks in the shortest amount of time. The authors present a new method for skill composition that combines individual Qfunctions from existing policies into a new policy that maximizes the reward of individual tasks.
"We created a new dataset for data interpretation over plots and also propose a baseline for the same. The authors propose a pipeline to solve the DIP problem involving learning from datasets containing triplets of the form {plot, question, answer} Proposes an algorithm that can interpret data shown in scientific plots.",A multi-staged modular framework for plot question answering. This work introduces a new dataset which contains plots generated from synthetic data and asks a wide range of annotators to answer questions. The study presents a novel dataset with a large number of plot templates that can be used to solve the problem of plot question solving.
Combine information between pre-built word embedding and task-specific word representation to address out-of-vocabulary issue This article proposes an approach to improve the out-of-vocabulary embedding prediction for the task of modeling dialogue conversations with sizable gains over the baselines. Proposes combining external pretrained word embeddings and pretrained word embeddings on training data by keeping them as two views. Proposes method to extend the coverage of pre-trained word embeddings to deal with the OOV problem that arises when applying them to conversational datasets and applies new variants of LSTM-based model to the task of response-selection in dialogue modeling.,Combine pre-trained word embedding vectors with character-composed word vectors on Ubuntu Dialogue Corpus and obtained state-of-the-art results on the Stanford Natural Language Inference (SNLI) Corpus. Presents a new language model based on vector concatenation that combines character-level embedding and character-based word vectors. This work presents a novel language model for dialog and dialogue that combines pre-training word vectors with LSTM neural networks.
Acquire states from high frequency region for search-control in Dyna. The authors propose to do sampling in the high-frequency domain to increase the sample efficiency This article proposes a new way to select states from which do do transitions in dyna algorithm.,"A simple method to locally measure the frequency of a function by gradient norm, and provide theoretical justification for this approach. This work introduces a new algorithm for learning a function with as few samples as possible, which is more difficult to approximate and requires more training data. The authors introduce a new deep learning algorithm called Dyna-Value, which uses gradient ascent to obtain samples from high-frequency regions of the state space."
"We perform large scale experiments to show that a simple online variant of distillation can help us scale distributed neural network training to more machines. Proposes a method to scale distributed training beyond the current limits of mini-batch stochastic gradient descent Proposal for an online distillation method called co-distillation, applied at scale, where two different models are trained to match predictions of the other model in addition to minimizing its own loss. Online distillation technique is introduced to accelerate traditional algorithms for large-scaled distributed neural network training","An ensemble distillation algorithm for asynchronous and synchronous SGD. This work introduces a new distillation method for asynchronous SGD, which is more efficient than traditional distillation methods. The authors present a method for distillation of neural networks to reduce prediction churn and improve performance. This article presents a method to distill the predictions of two different neural networks into a single distillation term."
"Our approach is the first attempt to leverage a sequential latent variable model for knowledge selection in the multi-turn knowledge-grounded dialogue. It achieves the new state-of-the-art performance on Wizard of Wikipedia benchmark. A sequential latent variable model for knowledge selection in dialogue generation that extends the posterior attention model to the latent knowledge selection problem and achieves higher performances than previous state-of-the-art models. A novel architecture for selecting knowledge-grounded multi-turn dialogue that yields state of the art on relevant benchmarks datasets, and scores higher in human evaluations.","A sequential latent variable model for knowledge selection in multi-turn knowledge-grounded dialogue. This paper presents a novel method for learning from a large pool of knowledge candidates in open-domain knowledge-based dialogue. The authors present a novel latent model for the task of knowledge selection, which can be used to improve the accuracy of the knowledge selection and subsequent utterances."
"Neural Network Verification for Temporal Properties and Sequence Generation Models This work extends interval bound propagation to recurrent computation and auto-regressive models, introduces and extends Signal Temporal Logic for specifying temporal contraints, and provides proof that STL with bound propagation can ensure neural models conform to temporal specification. A way to train time-series regressors verifiably with respect to a set of rules defined by signal temporal logic, and work in deriving bound propagation rules for the STL language.","A novel verification procedure for deep neural networks that leads to sequential outputs. This work presents a novel verification method for deep reinforcement learning, which is based on the principle of temporal specifications. The authors present a new method for training deep RL agents with temporal specifications, and show that it can be used to train models that are provably consistent with specifications."
We propose to use explicit vector algebraic formulae projection as an alternative way to visualize embedding spaces specifically tailored for goal-oriented analysis tasks and it outperforms t-SNE in our user study. Analysis of embedding psaces in a non-parametric (example-based_ way,"A method for visualizing the different dimensions of an embedding space and comparing them to each other with respect to interpretable dimensions of variability. This work presents a new way of visualizing a representation of a deep learning dataset, where the goal is to obtain a better understanding of the distribution of information between different embeddings. The authors present a new approach to visualizing two different embedding spaces in order to provide a more general view of the problem."
